,Actor Ranking,Title,Year,Genre,Rating
467,6,All Is Lost - Überleben ist Alles,(2013),"Action, Adventure, Drama",6.9
468,6,Mystery - New York: Ein Spiel um die Ehre,(1999),"Comedy, Drama, Sport",6.7
469,6,Lebenszeichen - Proof of Life,(2000),"Action, Drama, Thriller",6.3
473,6,Made in Spotswood - Die Fabrik der schrägen Vögel,(1991),"Comedy, Drama",6.1
474,6,Tenderness - Auf der Spur des Killers,(2009),"Crime, Drama, Thriller",5.5
475,6,Immer Ärger mit der Liebe,(1994),"Comedy, Drama",7.3
476,6,Proof - Blindes Vertrauen,(1991),"Drama, Romance",7.2
477,6,Der silberne Hengst,(1993),"Drama, Family",5.8
478,6,No Way Back,(1995),"Action, Crime, Drama",5.1
480,6,Breaking Up,(1997),"Comedy, Drama, Romance",4.7
481,6,Paradies in Flammen,(1997),"Action, Crime, Drama",5.7
482,6,Blutiger Schwur,(1990),"Drama, War",6.5
483,6,Wilder Zauber,(1995),"Comedy, Drama, Romance",5.5
484,6,The Crossing,(1990),"Drama, Romance",5.5
485,6,Sommer des Erwachens,(1993),"Biography, Drama, Romance",5.6
486,6,For the Moment,(1993),"Romance, War, Drama",6.0
487,6,Love in Limbo,(1993),Comedy,5.4
488,6,A Backyard Story,(2010),Drama,8.4
491,7,Babylon - Rausch der Ekstase, (2022),"Comedy, Drama, History",7.4
492,7,Bullet Train,(2022),"Action, Comedy, Thriller",7.3
493,7,Once Upon a Time In... Hollywood,(2019),"Comedy, Drama",7.6
494,7,Die Aussprache,(2022),Drama,7.5
495,7,She Said,(2022),"Drama, History",7.2
496,7,Blonde,(2022),"Biography, Drama, Romance",5.5
497,7,Fight Club,(1999),Drama,8.8
498,7,Inglourious Basterds,(2009),"Adventure, Drama, War",8.3
499,7,Departed: Unter Feinden,(2006),"Crime, Drama, Thriller",8.5
500,7,The Lost City - Das Geheimnis der verlorenen Stadt,(2022),"Action, Adventure, Comedy",6.1
501,7,Sieben,(1995),"Crime, Drama, Mystery",8.6
502,7,Troja,(2004),Drama,7.3
503,7,Beautiful Boy, (2018),"Biography, Drama",7.3
504,7,Snatch: Schweine und Diamanten,(2000),"Comedy, Crime",8.2
505,7,Herz aus Stahl,(2014),"Action, Drama, War",7.5
506,7,The Big Short,(2015),"Biography, Comedy, Drama",7.8
507,7,Kick-Ass,(2010),"Action, Comedy, Crime",7.6
508,7,Deadpool 2,(2018),"Action, Adventure, Comedy",7.7
509,7,Ocean's Eleven,(2001),"Crime, Thriller",7.7
510,7,Vice: Der zweite Mann, (2018),"Biography, Comedy, Drama",7.2
511,7,True Romance,(1993),"Crime, Drama, Romance",7.9
512,7,Ad Astra: Zu den Sternen,(2019),"Adventure, Drama, Mystery",6.5
513,7,Interview mit einem Vampir,(1994),"Drama, Fantasy, Horror",7.5
514,7,The King, (2019),"Biography, Drama, History",7.3
515,7,Der seltsame Fall des Benjamin Button,(2008),"Drama, Fantasy, Romance",7.8
516,7,World War Z,(2013),"Action, Adventure, Horror",7.0
517,7,12 Years a Slave,(2013),"Biography, Drama, History",8.1
518,7,Rendezvous mit Joe Black,(1998),"Drama, Fantasy, Romance",7.2
519,7,Sleepers,(1996),"Crime, Drama, Thriller",7.5
520,7,Moonlight, (2016),Drama,7.4
521,7,12 Monkeys,(1995),"Mystery, Sci-Fi, Thriller",8.0
522,7,Die Kunst zu gewinnen - Moneyball,(2011),"Biography, Drama, Sport",7.6
523,7,Burn After Reading - Wer verbrennt sich hier die Finger?,(2008),"Comedy, Crime, Drama",7.0
524,7,Legenden der Leidenschaft,(1994),"Drama, Romance, War",7.5
525,7,Die Ermordung des Jesse James durch den Feigling Robert Ford,(2007),"Biography, Crime, Drama",7.5
526,7,Thelma & Louise,(1991),"Adventure, Crime, Drama",7.5
527,7,Babel, (2006),Drama,7.5
528,7,Kick-Ass 2,(2013),"Action, Comedy, Crime",6.5
529,7,Der Vater der Braut,(2022),"Comedy, Drama, Romance",5.9
530,7,Mr. & Mrs. Smith,(2005),"Action, Comedy, Crime",6.5
531,7,Die versunkene Stadt Z,(2016),"Adventure, Biography, Drama",6.6
532,7,Eat Pray Love,(2010),"Biography, Drama, Romance",5.8
533,7,Ocean's Twelve,(2004),"Crime, Thriller",6.5
534,7,Being John Malkovich,(1999),"Comedy, Drama, Fantasy",7.8
535,7,Allied: Vertraute Fremde,(2016),"Action, Drama, Romance",7.1
536,7,The Green Inferno,(2013),"Adventure, Horror",5.3
537,7,Megamind,(2010),"Animation, Action, Comedy",7.3
538,7,Die Frau des Zeitreisenden,(2009),"Comedy, Drama, Fantasy",7.1
539,7,Aus der Mitte entspringt ein Fluß,(1992),Drama,7.2
540,7,Killing Them Softly,(2012),"Crime, Drama, Thriller",6.2
541,7,Ocean's 13,(2007),"Crime, Thriller",6.9
542,7,The Tree of Life,(2011),"Drama, Fantasy",6.8
543,7,Minari - Wo wir Wurzeln schlagen,(2020),Drama,7.4
544,7,Okja,(2017),"Action, Adventure, Drama",7.3
545,7,No Way Out - Es gibt kein Zurück,(1987),"Action, Crime, Drama",7.1
546,7,Selma,(2014),"Biography, Drama, History",7.5
547,7,The Counselor,(2013),"Crime, Drama, Thriller",5.4
548,7,Beale Street,(2018),"Drama, Romance",7.1
549,7,Spy Game - Der finale Countdown,(2001),"Action, Crime, Thriller",7.0
550,7,Cool World,(1992),"Animation, Comedy, Fantasy",4.8
551,7,Kajillionaire,(2020),"Comedy, Crime, Drama",6.4
552,7,Sieben Jahre in Tibet,(1997),"Adventure, Biography, Drama",7.1
553,7,Irresistible - Unwiderstehlich, (2020),"Comedy, Drama",6.3
554,7,Kalifornia,(1993),"Crime, Drama, Thriller",6.7
555,7,Unter Null,(1987),"Crime, Drama",6.4
556,7,The Last Black Man in San Francisco,(2019),Drama,7.3
557,7,Geständnisse - Confessions of a Dangerous Mind,(2002),"Biography, Comedy, Crime",7.0
558,7,War Machine,(2017),"Comedy, Drama, War",6.0
559,7,Krass,(2006),"Comedy, Drama",6.1
560,7,True Story - Spiel um Macht, (2015),"Biography, Crime, Drama",6.3
561,7,Wo die wilden Kerle wohnen,(2009),"Adventure, Drama, Family",6.7
562,7,Mexican,(2001),"Adventure, Comedy, Crime",6.1
563,7,Vertrauter Feind,(1997),"Action, Crime, Drama",6.2
564,7,Im Zweifel glücklich,(2017),"Comedy, Drama, Music",6.5
565,7,Sinbad - Der Herr der sieben Meere,(2003),"Animation, Adventure, Comedy",6.7
567,7,By the Sea,(2015),"Drama, Romance",5.3
568,7,Year of the Dog, (2007),"Comedy, Drama",6.0
569,7,Happy Feet 2,(2011),"Animation, Adventure, Comedy",5.8
571,7,Pippa Lee,(2009),"Comedy, Drama, Romance",6.3
573,7,Ein mutiger Weg,(2007),"Biography, Drama, History",6.6
574,7,Casting Couch, (2013),Comedy,4.3
575,7,Voll frontal,(2002),"Comedy, Romance",4.7
577,7,Rivalen,(1990),"Drama, Sport",5.7
578,7,Johnny Suede,(1991),"Comedy, Drama, Music",5.8
580,7,"The Favor - Hilfe, meine Frau ist verliebt!",(1994),"Comedy, Romance",5.2
581,7,Hunk,(1987),"Comedy, Fantasy",4.6
582,7,No Man's Land - Tatort 911,(1987),"Crime, Drama, Thriller",6.1
584,7,The Dark Side of the Sun,(1988),"Drama, Romance",5.4
585,7,Todesparty II,(1989),"Comedy, Crime, Horror",4.5
589,7,Happy Together,(1989),"Comedy, Romance",5.9
590,7,Nachtigall,(II) (2014),"Crime, Drama",6.4
591,7,Stuntmen,(2009),Comedy,4.9
604,7,The Game Changer,(2019),Romance,8.3
617,7,Abby Singer,(2003),"Comedy, Drama",4.8
620,8,Eternals,(2021),"Action, Adventure, Fantasy",6.3
621,8,Alexander,(2004),"Action, Biography, Drama",5.6
622,8,Kung Fu Panda,(2008),"Animation, Action, Adventure",7.6
623,8,They Want Me Dead,(2021),"Action, Drama, Thriller",6.0
624,8,Nur noch 60 Sekunden,(2000),"Action, Crime, Thriller",6.5
625,8,Durchgeknallt,(1999),"Biography, Drama",7.3
626,8,Unbroken, (2014),"Action, Biography, Drama",7.2
627,8,Wanted,(2008),"Action, Crime, Thriller",6.7
628,8,Hackers - Im Netz des FBI,(1995),"Crime, Drama, Romance",6.2
629,8,Kung Fu Panda 3,(2016),"Animation, Action, Adventure",7.1
630,8,Mr. & Mrs. Smith,(2005),"Action, Comedy, Crime",6.5
631,8,Kung Fu Panda 2,(2011),"Animation, Action, Adventure",7.2
632,8,Maleficent - Die dunkle Fee,(2014),"Adventure, Family, Fantasy",6.9
633,8,Lara Croft: Tomb Raider,(2001),"Action, Adventure, Fantasy",5.7
635,8,The Tourist, (2010),"Action, Thriller",6.0
636,8,Große Haie - Kleine Fische,(2004),"Animation, Adventure, Comedy",6.0
637,8,Der Knochenjäger,(1999),"Crime, Drama, Mystery",6.7
638,8,Maleficent: Mächte der Finsternis,(2019),"Adventure, Family, Fantasy",6.6
639,8,Salt,(2010),"Action, Thriller",6.4
640,8,Die Legende von Beowulf,(2007),"Animation, Action, Adventure",6.3
641,8,Der gute Hirte,(2006),"Drama, History, Thriller",6.7
642,8,Der fremde Sohn,(2008),"Biography, Crime, Drama",7.8
643,8,Original Sin,(2001),"Drama, Mystery, Romance",6.0
644,8,Taking Lives - Für Dein Leben würde er töten,(2004),"Crime, Mystery, Thriller",6.2
645,8,Lara Croft - Tomb Raider: Die Wiege des Lebens,(2003),"Action, Adventure, Fantasy",5.5
646,8,Der einzig wahre Ivan,(2020),"Adventure, Comedy, Drama",6.5
647,8,Sky Captain and the World of Tomorrow,(2004),"Action, Adventure, Mystery",6.1
648,8,Der weite Weg der Hoffnung,(2017),"Biography, Drama, History",7.2
649,8,By the Sea,(2015),"Drama, Romance",5.3
650,8,Die Magie der Träume,(2020),"Adventure, Drama, Fantasy",5.7
651,8,Der Brotverdiener,(2017),"Animation, Drama, Family",7.7
652,8,Jenseits aller Grenzen,(2003),"Adventure, Drama, Romance",6.4
653,8,Leben und lieben in L.A.,(1998),"Comedy, Drama, Romance",7.0
654,8,Turbulenzen - und andere Katastrophen,(1999),"Comedy, Drama, Romance",6.0
655,8,Foxfire,(1996),"Drama, Romance",6.1
656,8,Ein mutiger Weg,(2007),"Biography, Drama, History",6.6
657,8,Leben oder so ähnlich,(2002),"Comedy, Romance",5.7
659,8,In the Land of Blood and Honey,(2011),"Drama, Romance, War",4.7
663,8,Playing God,(1997),"Crime, Drama, Thriller",5.6
664,8,Der Zocker,(1982),Comedy,5.1
665,8,Hell's Kitchen - Vorhof zur Hölle,(1998),"Crime, Drama",4.6
666,8,Without Evidence,(1995),"Thriller, Drama",4.0
667,8,Nichts als Trouble mit den Frauen,(1996),"Comedy, Romance, Thriller",5.2
668,8,Love Is All There Is,(1996),"Comedy, Romance",5.1
670,8,The Fever,(2004),Drama,5.7
673,8,Das Mädchen Hirut,(2014),"Biography, Crime, Drama",6.9
674,8,Sledge: The Untold Story,(2005),"Action, Comedy, Musical",3.8
675,8,Stuntmen,(2009),Comedy,4.9
678,9,Once Upon a Time In... Hollywood,(2019),"Comedy, Drama",7.6
679,9,Titanic,(1997),"Drama, Romance",7.9
680,9,The Wolf of Wall Street,(2013),"Biography, Comedy, Crime",8.2
682,9,Inception,(2010),"Action, Adventure, Sci-Fi",8.8
683,9,Departed: Unter Feinden,(2006),"Crime, Drama, Thriller",8.5
684,9,Shutter Island,(2010),"Mystery, Thriller",8.2
685,9,Don't Look Up,(2021),"Comedy, Drama, Sci-Fi",7.2
686,9,Django Unchained,(2012),"Drama, Western",8.4
687,9,The Revenant - Der Rückkehrer,(2015),"Action, Adventure, Drama",8.0
688,9,Aviator,(2004),"Biography, Drama",7.5
689,9,William Shakespeares Romeo & Julia,(1996),"Drama, Romance",6.7
690,9,Catch Me If You Can,(2002),"Biography, Crime, Drama",8.1
691,9,Gangs of New York,(2002),"Crime, Drama",7.5
692,9,Der große Gatsby,(2013),"Drama, Romance",7.2
693,9,Auge um Auge - Out of the Furnace,(2013),"Action, Crime, Drama",6.7
694,9,Orphan: First Kill,(2022),"Crime, Drama, Horror",5.9
695,9,Don Jon,(2013),"Comedy, Drama, Romance",6.5
696,9,Schneller als der Tod,(1995),"Action, Romance, Thriller",6.5
697,9,Orphan - Das Waisenkind,(2009),"Horror, Mystery, Thriller",7.0
698,9,Gilbert Grape - Irgendwo in Iowa,(1993),Drama,7.7
699,9,Zeiten des Aufruhrs,(2008),"Drama, Romance",7.3
700,9,Blood Diamond,(2006),"Adventure, Drama, Thriller",8.0
701,9,Der Mann in der eisernen Maske, (1998),"Action, Adventure, Drama",6.5
702,9,Der Fall Richard Jewell,(2019),"Biography, Crime, Drama",7.5
703,9,The Beach, (2000),"Adventure, Drama, Romance",6.6
704,9,Jim Carroll - In den Straßen von New York,(1995),"Biography, Crime, Drama",7.3
705,9,Robin Hood,(2018),"Action, Adventure, Drama",5.3
706,9,The Ides of March - Tage des Verrats,(2011),"Drama, Thriller",7.1
707,9,Die Geschichte einer Jugend,(1993),"Biography, Drama",7.3
708,9,Bad Santa,(2003),"Comedy, Crime, Drama",7.1
709,9,"Der Mann, der niemals lebte",(2008),"Action, Drama, Thriller",7.0
710,9,Detachment,(2011),Drama,7.7
711,9,Poison Ivy - Die tödliche Umarmung,(1992),"Drama, Thriller",5.4
713,9,Runner Runner,(2013),"Crime, Thriller",5.6
714,9,Live by Night,(2016),"Action, Crime, Drama",6.4
715,9,J. Edgar,(2011),"Biography, Drama, Romance",6.5
716,9,Red Riding Hood - Unter dem Wolfsmond,(2011),"Fantasy, Horror, Mystery",5.4
719,9,Die Affäre von Rimbaud und Verlaine,(1995),"Biography, Drama, Romance",6.5
720,9,"Celebrity - Schön, reich, berühmt",(1998),"Comedy, Drama",6.3
721,9,Marvins Töchter,(1996),Drama,6.7
722,9,Critters 3 - Die Kuschelkiller kommen,(1991),"Comedy, Horror, Sci-Fi",4.4
723,9,Don's Plum,(2001),"Comedy, Drama",5.6
725,9,Delirium, (2018),"Horror, Thriller",5.7
730,9,SPF-18,(2017),"Drama, Romance, Sport",3.3
732,9,Attentat auf Richard Nixon,(2004),"Biography, Crime, Drama",6.9
740,9,Gardener of Eden, (2007),"Comedy, Drama",6.0
757,9,Model Culture: One + Night in Bangkok,(2009),Comedy,5.3
762,9,Below the Line,(2011),Comedy,7.4
763,10,Top Gun: Maverick,(2022),"Action, Drama",8.3
764,10,Top Gun,(1986),"Action, Drama",6.9
765,10,Die Outsider - Rebellen ohne Grund,(1983),"Crime, Drama",7.1
767,10,Jerry Maguire: Spiel des Lebens,(1996),"Comedy, Drama, Romance",7.3
768,10,Eyes Wide Shut,(1999),"Drama, Mystery, Thriller",7.5
769,10,Mission: Impossible - Fallout,(2018),"Action, Adventure, Thriller",7.7
770,10,Mission: Impossible,(1996),"Action, Adventure, Thriller",7.1
771,10,Minority Report,(2002),"Action, Crime, Mystery",7.6
772,10,Tropic Thunder,(2008),"Action, Comedy, War",7.0
773,10,Mission: Impossible - Rogue Nation,(2015),"Action, Adventure, Thriller",7.4
774,10,Mission: Impossible II,(2000),"Action, Adventure, Thriller",6.1
775,10,Mission: Impossible - Phantom Protokoll,(2011),"Action, Adventure, Thriller",7.4
776,10,Edge of Tomorrow - Live. Die. Repeat,(2014),"Action, Adventure, Sci-Fi",7.9
777,10,Interview mit einem Vampir,(1994),"Drama, Fantasy, Horror",7.5
778,10,Barry Seal: Only in America,(2017),"Action, Comedy, Crime",7.1
779,10,Oblivion, (2013),"Action, Adventure, Sci-Fi",7.0
780,10,Jack Reacher,(2012),"Action, Mystery, Thriller",7.0
781,10,Mission: Impossible III,(2006),"Action, Adventure, Thriller",6.9
782,10,Die Mumie,(2017),"Action, Adventure, Fantasy",5.4
783,10,Magnolia,(1999),Drama,8.0
784,10,Vanilla Sky,(2001),"Fantasy, Mystery, Romance",6.9
785,10,Legende,(1985),"Adventure, Fantasy, Romance",6.3
786,10,Collateral,(2004),"Action, Crime, Drama",7.5
787,10,Tage des Donners,(1990),"Action, Drama, Sport",6.1
788,10,Eine Frage der Ehre,(1992),"Drama, Thriller",7.7
789,10,Rain Man,(1988),Drama,8.0
790,10,Krieg der Welten,(2005),"Action, Adventure, Sci-Fi",6.5
791,10,The Others,(2001),"Horror, Mystery, Thriller",7.6
792,10,Last Samurai,(2003),"Action, Drama",7.8
793,10,Lockere Geschäfte,(1983),"Comedy, Crime, Drama",6.8
794,10,Young Guns - Sie fürchten weder Tod noch Teufel,(1988),"Action, Western",6.8
795,10,Die Farbe des Geldes,(1986),"Drama, Sport",7.0
796,10,Die Firma,(1993),"Drama, Mystery, Thriller",6.8
797,10,Endlose Liebe,(1981),"Drama, Romance",4.9
798,10,Jack Reacher: Kein Weg zurück,(2016),"Action, Crime, Drama",6.1
799,10,Knight and Day,(2010),"Action, Adventure, Comedy",6.3
800,10,Austin Powers in Goldständer,(2002),"Action, Adventure, Comedy",6.2
801,10,Operation Walküre - Das Stauffenberg-Attentat,(2008),"Drama, History, Thriller",7.1
802,10,Cocktail,(1988),"Comedy, Drama, Romance",5.9
803,10,Rock of Ages,(2012),"Comedy, Drama, Musical",5.9
804,10,Der richtige Dreh,(1983),"Drama, Romance, Sport",5.9
805,10,Die Kadetten von Bunker Hill, (1981),Drama,6.7
806,10,Geboren am 4. Juli,(1989),"Biography, Drama, War",7.2
807,10,Brothers Bloom,(2008),"Action, Adventure, Comedy",6.7
808,10,Elizabethtown,(2005),"Comedy, Drama, Romance",6.3
809,10,In einem fernen Land,(1992),"Adventure, Drama, Romance",6.6
812,10,"Paris, je t'aime",(2006),"Comedy, Drama, Romance",7.2
813,10,Brahms: The Boy 2,(2020),"Drama, Horror, Mystery",4.7
814,10,Shattered Glass,(2003),"Drama, History",7.2
815,10,Die Aufreißer von der Highschool,(1982),"Comedy, Drama",4.9
817,10,Verrückt nach Dir,(2010),"Comedy, Romance",6.3
818,10,Von Löwen und Lämmern,(2007),"Crime, Drama, Mystery",6.2
819,10,Narc,(2002),"Crime, Drama, Mystery",7.1
820,10,In den Staub geschrieben,(2006),"Drama, Romance",5.7
821,10,Grenzenlos,(1998),"Biography, Drama, Sport",7.2
822,10,Suspect Zero - Im Auge des Mörders,(2004),"Crime, Horror, Mystery",5.8
824,10,Paranormal Movie,(2013),"Comedy, Horror",2.3
826,10,The Game Changer,(2019),Romance,8.3
827,10,Dead on Arrival,(2013),Comedy,5.1
829,11,Pulp Fiction,(1994),"Crime, Drama",8.9
830,11,Grease - Schmiere,(1978),"Comedy, Musical, Romance",7.2
831,11,Im Körper des Feindes: Face/Off,(1997),"Action, Crime, Sci-Fi",7.3
832,11,The Punisher,(2004),"Action, Crime, Drama",6.4
833,11,Carrie: Des Satans jüngste Tochter,(1976),"Horror, Mystery",7.4
834,11,Nur Samstag Nacht,(1977),"Drama, Music",6.8
835,11,Paradise City,(2022),"Action, Thriller",3.6
836,11,Der schmale Grat,(1998),"Drama, History, War",7.6
837,11,Hairspray,(2007),"Comedy, Drama, Musical",6.7
838,11,The Poison Rose,(2019),"Crime, Mystery, Thriller",4.7
839,11,Savages,(2012),"Action, Crime, Drama",6.4
840,11,Die Entführung der U-Bahn Pelham 1 2 3,(2009),"Action, Crime, Thriller",6.4
841,11,Austin Powers in Goldständer,(2002),"Action, Adventure, Comedy",6.2
842,11,Bolt: Ein Hund für alle Fälle,(2008),"Animation, Adventure, Comedy",6.8
843,11,Staying Alive,(1983),"Drama, Music, Romance",4.7
844,11,Born to Be Wild - Saumäßig unterwegs,(2007),"Action, Adventure, Comedy",5.8
845,11,Blow Out - Der Tod löscht alle Spuren,(1981),"Crime, Drama, Mystery",7.4
846,11,Urban Cowboy,(1980),"Drama, Romance, Western",6.4
847,11,Schnappt Shorty,(1995),"Comedy, Crime, Thriller",6.9
848,11,Battlefield Earth - Kampf um die Erde,(2000),"Action, Adventure, Sci-Fi",2.5
849,11,Passwort: Swordfish,(2001),"Action, Crime, Thriller",6.5
850,11,Operation: Broken Arrow,(1996),"Action, Adventure, Thriller",6.1
851,11,Kuck' mal wer da spricht!,(1989),Comedy,5.9
852,11,Perfect,(1985),"Drama, Romance",4.6
853,11,Be Cool - Jeder ist auf der Suche nach dem nächsten großen Hit,(2005),"Comedy, Crime, Music",5.6
854,11,Wehrlos - Die Tochter des Generals,(1999),"Crime, Drama, Mystery",6.4
855,11,From Paris with Love,(2010),"Action, Crime, Thriller",6.4
856,11,Basic - Hinter jeder Lüge eine Wahrheit,(2003),"Action, Crime, Drama",6.4
857,11,Gotti,(2018),"Biography, Crime, Drama",4.7
858,11,Lovesong für Bobby Long,(2004),Drama,7.1
859,11,Old Dogs - Daddy oder Deal, (2009),"Comedy, Family",5.3
860,11,Michael,(1996),"Comedy, Drama, Fantasy",5.7
861,11,Killing Season,(2013),"Action, Drama, Thriller",5.4
862,11,In a Valley of Violence,(2016),"Action, Western",6.1
863,11,The Fanatic,(2019),"Crime, Drama, Horror",4.1
864,11,Phenomenon - Das Unmögliche wird wahr,(1996),"Drama, Fantasy, Romance",6.4
865,11,Zivilprozeß,(1998),Drama,6.6
866,11,"Kuck' mal, wer da spricht 2",(1990),"Comedy, Family, Romance",4.6
867,11,Rage: Tage der Vergeltung,(2016),"Action, Thriller",5.4
868,11,Speed Kills,(2018),"Action, Crime, Drama",4.3
869,11,Kuck' mal wer da jetzt spricht!,(1993),"Comedy, Family, Romance",4.4
870,11,Im Feuer,(2004),"Action, Drama, Thriller",6.5
871,11,Der Sturm - Life on the Line, (2015),"Action, Thriller",5.2
872,11,Zwei vom gleichen Schlag,(1983),"Comedy, Fantasy, Romance",4.7
873,11,Mit aller Macht,(1998),"Comedy, Drama",6.7
874,11,Burning Speed - Sieg um jeden Preis,(2019),"Action, Drama, Sport",4.5
875,11,Lonely Hearts Killers,(2006),"Biography, Crime, Drama",6.4
876,11,Tödliches Vertrauen,(2001),"Crime, Thriller",5.6
877,11,"Nachts, wenn die Leichen schreien",(1975),Horror,5.1
879,11,Mad City,(1997),"Crime, Drama, Thriller",6.3
880,11,Die Experten,(1989),Comedy,4.8
881,11,Lucky Numbers,(2000),"Comedy, Crime",5.1
882,11,Criminal Activities,(2015),"Crime, Drama, Thriller",5.8
883,11,Der Auftrag - Für einen letzten Coup ist es nie zu spät!,(2014),"Crime, Drama, Thriller",5.8
884,11,Von Augenblick zu Augenblick,(1978),"Drama, Romance",3.1
886,11,Straße der Rache,(1995),"Drama, Thriller",5.3
887,11,She's So Lovely - Alles aus Liebe,(1997),"Drama, Romance",5.9
888,11,Shout,(1991),"Drama, Music, Romance",5.2
889,11,Willkommen in Hollywood,(1998),Comedy,5.0
890,11,Ein Deal auf Leben und Tod,(1991),Drama,5.3
892,11,Gewalt der Straße,(1990),"Action, Crime, Drama",5.2
893,11,A Backyard Story,(2010),Drama,8.4
894,12,Twins - Zwillinge,(1988),"Comedy, Crime",6.1
895,12,Steinzeit Junior,(1992),Comedy,5.8
896,12,Terminator 2: Tag der Abrechnung,(1991),"Action, Sci-Fi",8.6
897,12,Terminator,(1984),"Action, Sci-Fi",8.1
898,12,True Lies - Wahre Lügen,(1994),"Action, Comedy, Thriller",7.3
899,12,Terminator: Dark Fate,(2019),"Action, Adventure, Sci-Fi",6.2
900,12,Terminator - Genisys,(2015),"Action, Adventure, Sci-Fi",6.3
901,12,Predator,(1987),"Action, Adventure, Horror",7.8
902,12,Total Recall - Die totale Erinnerung,(1990),"Action, Adventure, Sci-Fi",7.5
903,12,Batman & Robin,(1997),"Action, Sci-Fi",3.7
904,12,Running Man,(1987),"Action, Sci-Fi, Thriller",6.6
905,12,"Conan, der Barbar",(1982),"Action, Adventure, Fantasy",6.9
906,12,Phantom Kommando,(1985),"Action, Adventure, Thriller",6.7
907,12,Kindergarten Cop,(1990),"Action, Comedy, Crime",6.2
908,12,The Expendables,(2010),"Action, Adventure, Thriller",6.4
909,12,The Expendables 3,(2014),"Action, Adventure, Thriller",6.1
910,12,Terminator 3: Rebellion der Maschinen,(2003),"Action, Sci-Fi",6.3
911,12,Last Action Hero,(1993),"Action, Adventure, Comedy",6.4
912,12,The Expendables 2,(2012),"Action, Adventure, Thriller",6.6
913,12,Escape Plan,(2013),"Action, Thriller",6.7
914,12,Welcome to the Jungle,(2003),"Action, Adventure, Comedy",6.6
915,12,End of Days - Nacht ohne morgen,(1999),"Action, Fantasy, Horror",5.8
917,12,Eraser,(1996),"Action, Crime, Thriller",6.2
918,12,Conan der Zerstörer,(1984),"Action, Adventure, Fantasy",5.9
919,12,The Iron Mask,(2019),"Action, Adventure, Fantasy",4.7
920,12,Red Sonja,(1985),"Action, Adventure, Fantasy",5.1
921,12,Der Tod kennt keine Wiederkehr,(1973),"Comedy, Crime, Drama",7.5
